"","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","Glosser"
"451","numerals-gaam1241-1-twentythree-1","numerals-gaam1241-1","Chan2019","twentythree","23","ɟāā dùì ə̄ə̄ŋ ì náɔ́ðɔ̄","jaaduiaanginaodo","","false","20{person-black-body}+{+}3",NA,NA,"NK"
"452","numerals-gaam1241-1-twentyfour-1","numerals-gaam1241-1","Chan2019","twentyfour","24","ɟāā dùì ə̄ə̄ŋ ì náyə̄ə̄sə́","jaaduiaanginayaasa","","false","20{person-black-body}+{+}4",NA,NA,"NK"
"453","numerals-gaam1241-1-twentyfive-1","numerals-gaam1241-1","Chan2019","twentyfive","25","ɟāā dùì ə̄ə̄ŋ ì nááásááma᷇n","jaaduiaanginaaasaaman","","false","20{person-black-body}+{+}5{hand}",NA,NA,"NK"
"454","numerals-gaam1241-1-twentysix-1","numerals-gaam1241-1","Chan2019","twentysix","26","ɟāā dùì ə̄ə̄ŋ ì nát̪ə́ld̪ìɡɡ","jaaduiaanginataldigg","","false","20{person-black-body}+{+}1’+5’{eyes}",NA,NA,"NK"
"455","numerals-gaam1241-1-twentyseven-1","numerals-gaam1241-1","Chan2019","twentyseven","27","ɟāā dùì ə̄ə̄ŋ ì náíd̪iɡɡ-ɔ́ðɔ̄","jaaduiaanginaidiggodo","","false","?","See comment on 7 and 8.",NA,"NK"
"456","numerals-gaam1241-1-twentyeight-1","numerals-gaam1241-1","Chan2019","twentyeight","28","ɟāā dùì ə̄ə̄ŋ ì náíd̪iɡ-dáāɡɡ","jaaduiaanginaidigdaagg","","false","?","See comment on 7 and 8.",NA,"NK"
"457","numerals-gaam1241-1-twentynine-1","numerals-gaam1241-1","Chan2019","twentynine","29","ɟāā dùì ə̄ə̄ŋ ì náíd̪iɡ-yə̄ə̄sə́","jaaduiaanginaidigyaasa","","false","20{person-black-body}+{+}5’{eyes}+4",NA,NA,"NK"
"458","numerals-gaam1241-1-thirty-1","numerals-gaam1241-1","Chan2019","thirty","30","ɟāā dùì ə̄ə̄ŋ ì náə́sēɡdí","jaaduiaanginaasegdi","","false","20{person-black-body}+{+}5{hands}⋅2’{also}",NA,NA,"NK"
"459","numerals-gaam1241-1-forty-1","numerals-gaam1241-1","Chan2019","forty","40","jɔ̄ɡ dùìɡɡ ììŋ-ə̄ d̪áāɡɡ","jogduiggiingadaagg","( 20 x 2 )","false","20{person-black-body}⋅{⋅}2",NA,NA,"NK"
"460","numerals-gaam1241-1-fifty-1","numerals-gaam1241-1","Chan2019","fifty","50","jɔ̄ɡ dùìɡɡ ììŋ-ə̄ d̪áāɡɡ ì ná ə́sēɡdí","jogduiggiingadaagginaasegdi","","false","20{person-black-body}⋅{⋅}2+{+}5{hands}⋅2’{also}",NA,NA,"NK"
"461","numerals-gaam1241-1-sixty-1","numerals-gaam1241-1","Chan2019","sixty","60","jɔ̄ɡ dùìɡɡ ììŋ-ə̄ ɔ́ðɔ̄","jogduiggiingaodo","( 20 x 3 )","false","20{person-black-body}⋅{⋅}3",NA,NA,"NK"
"462","numerals-gaam1241-1-seventy-1","numerals-gaam1241-1","Chan2019","seventy","70","jɔ̄ɡ dùìɡɡ ììŋ-ə̄ ɔ́ðɔ̄ ì ná ə́sēɡdí","jogduiggiingaodoinaasegdi","","false","20{person-black-body}⋅{⋅}3+{+}5{hands}⋅2’{also}",NA,NA,"NK"
"463","numerals-gaam1241-1-eighty-1","numerals-gaam1241-1","Chan2019","eighty","80","jɔ̄ɡ dùìɡɡ ììŋ-ə̄ yə̄ə̄sə́","jogduiggiingayaasa","( 20 x 4 )","false","20{person-black-body}⋅{⋅}4",NA,NA,"NK"
"464","numerals-gaam1241-1-ninety-1","numerals-gaam1241-1","Chan2019","ninety","90","jɔ̄ɡ dùìɡɡ ììŋ-ə̄ yə̄ə̄sə́ ì ná ə́sēɡdí","jogduiggiingayaasainaasegdi","","false","20{person-black-body}⋅{⋅}4+{+}5{hands}⋅2’{also}",NA,NA,"NK"
"465","numerals-gaam1241-1-hundred-1","numerals-gaam1241-1","Chan2019","hundred","100","jɔ̄ɡ dùìɡɡ ììŋ-ə̄ áásááma᷇n","jogduiggiingaaasaaman","( 20 x 5 )","false","20{person-black-body}⋅{⋅}5{hand}",NA,NA,"NK"
"466","numerals-gaam1241-1-twohundred-1","numerals-gaam1241-1","Chan2019","twohundred","200","jɔ̄ɡ dùìɡɡ ììŋ-ə̄ ə́sēɡdí","jogduiggiingaasegdi","( 20 x 10 )","false","20{person-black-body}⋅{⋅}5{hands}⋅2’{also}",NA,NA,"NK"
"467","numerals-gaww1239-1-one-1","numerals-gaww1239-1","Chan2019","one","1","tóʔon","toon",NA,"false","1",NA,NA,"NK"
"468","numerals-gaww1239-1-two-1","numerals-gaww1239-1","Chan2019","two","2","lákke","lakke",NA,"false","2",NA,NA,"NK"
"469","numerals-gaww1239-1-three-1","numerals-gaww1239-1","Chan2019","three","3","ízzaħ","izzah",NA,"false","3",NA,NA,"NK"
"470","numerals-gaww1239-1-four-1","numerals-gaww1239-1","Chan2019","four","4","sálaħ","salah",NA,"false","4",NA,NA,"NK"
"471","numerals-gaww1239-1-five-1","numerals-gaww1239-1","Chan2019","five","5","xúpin","xupin",NA,"false","5",NA,NA,"NK"
"472","numerals-gaww1239-1-six-1","numerals-gaww1239-1","Chan2019","six","6","tappi","tappi",NA,"false","6",NA,NA,"NK"
"473","numerals-gaww1239-1-seven-1","numerals-gaww1239-1","Chan2019","seven","7","táʔan","taan",NA,"false","7",NA,NA,"NK"
"474","numerals-gaww1239-1-eight-1","numerals-gaww1239-1","Chan2019","eight","8","sétten","setten",NA,"false","8",NA,NA,"NK"
"475","numerals-gaww1239-1-nine-1","numerals-gaww1239-1","Chan2019","nine","9","kóllan","kollan",NA,"false","9",NA,NA,"NK"
"476","numerals-gaww1239-1-ten-1","numerals-gaww1239-1","Chan2019","ten","10","ħúɗɗan","huddan",NA,"false","10",NA,NA,"NK"
"477","numerals-gaww1239-1-eleven-1","numerals-gaww1239-1","Chan2019","eleven","11","ħúɗɗa=pa tóʔon","huddapatoon",NA,"false","10+{+}1",NA,NA,"NK"
"478","numerals-gaww1239-1-twelve-1","numerals-gaww1239-1","Chan2019","twelve","12","ħúɗɗa=pa lákke","huddapalakke",NA,"false","10+{+}2",NA,NA,"NK"
"479","numerals-gaww1239-1-thirteen-1","numerals-gaww1239-1","Chan2019","thirteen","13","ħúɗɗa=paízzaħ","huddapaizzah",NA,"false","10+{+}3",NA,NA,"NK"
"480","numerals-gaww1239-1-fourteen-1","numerals-gaww1239-1","Chan2019","fourteen","14","ħúɗɗa=pa sálaħ","huddapasalah",NA,"false","10+{+}4",NA,NA,"NK"
"481","numerals-gaww1239-1-fifteen-1","numerals-gaww1239-1","Chan2019","fifteen","15","ħúɗɗa=paxúpin","huddapaxupin",NA,"false","10+{+}5",NA,NA,"NK"
"482","numerals-gaww1239-1-sixteen-1","numerals-gaww1239-1","Chan2019","sixteen","16","ħúɗɗa=patappi","huddapatappi",NA,"false","10+{+}6",NA,NA,"NK"
"483","numerals-gaww1239-1-seventeen-1","numerals-gaww1239-1","Chan2019","seventeen","17","ħúɗɗa=patáʔan","huddapataan",NA,"false","10+{+}7",NA,NA,"NK"
"484","numerals-gaww1239-1-eighteen-1","numerals-gaww1239-1","Chan2019","eighteen","18","ħúɗɗa=pasétten","huddapasetten",NA,"false","10+{+}8",NA,NA,"NK"
"485","numerals-gaww1239-1-nineteen-1","numerals-gaww1239-1","Chan2019","nineteen","19","ħúɗɗa=pa kóllan","huddapakollan",NA,"false","10+{+}9",NA,NA,"NK"
"486","numerals-gaww1239-1-twenty-1","numerals-gaww1239-1","Chan2019","twenty","20","ħúɗanko lákke","hudankolakke",NA,"false","10⋅{⋅}2",NA,NA,"NK"
"487","numerals-gaww1239-1-twentyone-1","numerals-gaww1239-1","Chan2019","twentyone","21","ħúɗanko lákke=pa tóʔon","hudankolakkepatoon",NA,"false","10⋅{⋅}2+{+}1",NA,NA,"NK"
"488","numerals-gaww1239-1-twentytwo-1","numerals-gaww1239-1","Chan2019","twentytwo","22","ħúɗanko lákke=pa lákke","hudankolakkepalakke",NA,"false","10⋅{⋅}2+{+}2",NA,NA,"NK"
"489","numerals-gaww1239-1-twentythree-1","numerals-gaww1239-1","Chan2019","twentythree","23","ħúɗanko lákke=pa ízzaħ","hudankolakkepaizzah",NA,"false","10⋅{⋅}2+{+}3",NA,NA,"NK"
"490","numerals-gaww1239-1-twentyfour-1","numerals-gaww1239-1","Chan2019","twentyfour","24","ħúɗanko lákke=pa sálaħ","hudankolakkepasalah",NA,"false","10⋅{⋅}2+{+}4",NA,NA,"NK"
"491","numerals-gaww1239-1-twentyfive-1","numerals-gaww1239-1","Chan2019","twentyfive","25","ħúɗanko lákke=pa xúpin","hudankolakkepaxupin",NA,"false","10⋅{⋅}2+{+}5",NA,NA,"NK"
"492","numerals-gaww1239-1-twentysix-1","numerals-gaww1239-1","Chan2019","twentysix","26","ħúɗanko lákke=pa tappi","hudankolakkepatappi",NA,"false","10⋅{⋅}2+{+}6",NA,NA,"NK"
"493","numerals-gaww1239-1-twentyseven-1","numerals-gaww1239-1","Chan2019","twentyseven","27","ħúɗanko lákke=pa táʔan","hudankolakkepataan",NA,"false","10⋅{⋅}2+{+}7",NA,NA,"NK"
"494","numerals-gaww1239-1-twentyeight-1","numerals-gaww1239-1","Chan2019","twentyeight","28","ħúɗanko lákke=pa sétten","hudankolakkepasetten",NA,"false","10⋅{⋅}2+{+}8",NA,NA,"NK"
"495","numerals-gaww1239-1-twentynine-1","numerals-gaww1239-1","Chan2019","twentynine","29","ħúɗanko lákke=pa kóllan","hudankolakkepakollan",NA,"false","10⋅{⋅}2+{+}9",NA,NA,"NK"
"496","numerals-gaww1239-1-thirty-1","numerals-gaww1239-1","Chan2019","thirty","30","ħúɗankoízzaħ","hudankoizzah",NA,"false","10⋅{⋅}3",NA,NA,"NK"
"497","numerals-gaww1239-1-forty-1","numerals-gaww1239-1","Chan2019","forty","40","ħúɗanko sálaħ","hudankosalah",NA,"false","10⋅{⋅}4",NA,NA,"NK"
"498","numerals-gaww1239-1-fifty-1","numerals-gaww1239-1","Chan2019","fifty","50","ħúɗankoxúpin","hudankoxupin",NA,"false","10⋅{⋅}5",NA,NA,"NK"
"499","numerals-gaww1239-1-sixty-1","numerals-gaww1239-1","Chan2019","sixty","60","ħúɗankotappi","hudankotappi",NA,"false","10⋅{⋅}6",NA,NA,"NK"
"500","numerals-gaww1239-1-seventy-1","numerals-gaww1239-1","Chan2019","seventy","70","ħúɗankotáʔan","hudankotaan",NA,"false","10⋅{⋅}7",NA,NA,"NK"
"501","numerals-gaww1239-1-eighty-1","numerals-gaww1239-1","Chan2019","eighty","80","ħúɗankosétten","hudankosetten",NA,"false","10⋅{⋅}8",NA,NA,"NK"
"502","numerals-gaww1239-1-ninety-1","numerals-gaww1239-1","Chan2019","ninety","90","ħúɗanko kóllan","hudankokollan",NA,"false","10⋅{⋅}9",NA,NA,"NK"
"503","numerals-gaww1239-1-hundred-1","numerals-gaww1239-1","Chan2019","hundred","100","ɗippa","dippa",NA,"false","100",NA,NA,"NK"
"504","numerals-gaww1239-1-twohundred-1","numerals-gaww1239-1","Chan2019","twohundred","200","ɗippa lákke","dippalakke",NA,"false","100[⋅]2",NA,NA,"NK"
"505","numerals-gaww1239-1-thousand-1","numerals-gaww1239-1","Chan2019","thousand","1000","kúma","kuma",NA,"false","1000",NA,NA,"NK"
"506","numerals-gaww1239-1-twothousand-1","numerals-gaww1239-1","Chan2019","twothousand","2000","kúma lákke","kumalakke",NA,"false","1000[⋅]2",NA,NA,"NK"
"507","numerals-katl1237-1-one-1","numerals-katl1237-1","Chan2019","one","1","ʈíʈʌ́k","titk","","false","1",NA,NA,"NK"
"508","numerals-katl1237-1-two-1","numerals-katl1237-1","Chan2019","two","2","cík","cik","","false","2",NA,NA,"NK"
"509","numerals-katl1237-1-three-1","numerals-katl1237-1","Chan2019","three","3","ʌ̀t̪ʌ́t̪","tt","","false","3",NA,NA,"NK"
"510","numerals-katl1237-1-four-1","numerals-katl1237-1","Chan2019","four","4","ʌ̀ɡʌ́lʌ̀m","glm","","false","4",NA,NA,"NK"
"511","numerals-katl1237-1-five-1","numerals-katl1237-1","Chan2019","five","5","ɟɔ́ɡ͡bə́lɪ́n","jogbalin","","false","5",NA,NA,"NK"
"512","numerals-katl1237-1-six-1","numerals-katl1237-1","Chan2019","six","6","ɟɔ́lʈɪ́n","joltin","","false","6",NA,NA,"NK"
"513","numerals-katl1237-1-seven-1","numerals-katl1237-1","Chan2019","seven","7","ɟɔ́lɪ́k","jolik","","false","7",NA,NA,"NK"
"514","numerals-katl1237-1-eight-1","numerals-katl1237-1","Chan2019","eight","8","t̪ʌ́ŋɡɪ̀l","tnggil","","false","8",NA,NA,"NK"
"515","numerals-katl1237-1-nine-1","numerals-katl1237-1","Chan2019","nine","9","ɟʌ́lbʌ̀ʈɪ́n","jlbtin","","false","9",NA,NA,"NK"
"516","numerals-katl1237-1-ten-1","numerals-katl1237-1","Chan2019","ten","10","ràk͡pác","rakpac","","false","10",NA,NA,"NK"
"517","numerals-katl1237-1-eleven-1","numerals-katl1237-1","Chan2019","eleven","11","ràk͡pác ʈíʈʌ́k","rakpactitk","","false","10[+]1",NA,NA,"NK"
"518","numerals-katl1237-1-twelve-1","numerals-katl1237-1","Chan2019","twelve","12","ràk͡pác cík","rakpaccik","","false","10[+]2",NA,NA,"NK"
"519","numerals-katl1237-1-thirteen-1","numerals-katl1237-1","Chan2019","thirteen","13","ràk͡pác ʌ̀t̪ʌ́t̪","rakpactt","","false","10[+]3",NA,NA,"NK"
"520","numerals-katl1237-1-fourteen-1","numerals-katl1237-1","Chan2019","fourteen","14","ràk͡pác ʌ̀ɡʌ́lʌ̀m","rakpacglm","","false","10[+]4",NA,NA,"NK"
"521","numerals-katl1237-1-fifteen-1","numerals-katl1237-1","Chan2019","fifteen","15","ràk͡pác ɟɔ́ɡ͡bə́lɪ́n","rakpacjogbalin","","false","10[+]5",NA,NA,"NK"
"522","numerals-katl1237-1-sixteen-1","numerals-katl1237-1","Chan2019","sixteen","16","ràk͡pác ɟɔ́lʈɪ́n","rakpacjoltin","","false","10[+]6",NA,NA,"NK"
"523","numerals-katl1237-1-seventeen-1","numerals-katl1237-1","Chan2019","seventeen","17","ràk͡pác ɟɔ́lɪ́k","rakpacjolik","","false","10[+]7",NA,NA,"NK"
"524","numerals-katl1237-1-eighteen-1","numerals-katl1237-1","Chan2019","eighteen","18","ràk͡pác t̪ʌ́ŋɡɪ̀l","rakpactnggil","","false","10[+]8",NA,NA,"NK"
"525","numerals-katl1237-1-nineteen-1","numerals-katl1237-1","Chan2019","nineteen","19","ràk͡pác ɟʌ́lbʌ̀ʈɪ́n","rakpacjlbtin","","false","10[+]9",NA,NA,"NK"
"526","numerals-katl1237-1-twenty-1","numerals-katl1237-1","Chan2019","twenty","20","ɔ̀rɔ́ cɪ́k","orocik","","false","10’⋅2",NA,NA,"NK"
"527","numerals-katl1237-1-twentyone-1","numerals-katl1237-1","Chan2019","twentyone","21","ɔ̀rɔ́ cɪ́k ʌ́wʌ̀l (-t̪ʌ́lʌ̀) ʈíʈʌ́k","orocikwltltitk","","false","10’⋅2+{+}1",NA,NA,"NK"
"528","numerals-katl1237-1-twentytwo-1","numerals-katl1237-1","Chan2019","twentytwo","22","ɔ̀rɔ́ cɪ́k ʌ́wʌ̀l (-t̪ʌ́lʌ̀) cík","orocikwltlcik","","false","10’⋅2+{+}2",NA,NA,"NK"
"529","numerals-katl1237-1-twentythree-1","numerals-katl1237-1","Chan2019","twentythree","23","ɔ̀rɔ́ cɪ́k ʌ́wʌ̀l (-t̪ʌ́lʌ̀) ʌ̀t̪ʌ́t̪","orocikwltltt","","false","10’⋅2+{+}3",NA,NA,"NK"
"530","numerals-katl1237-1-twentyfour-1","numerals-katl1237-1","Chan2019","twentyfour","24","ɔ̀rɔ́ cɪ́k ʌ́wʌ̀l (-t̪ʌ́lʌ̀) ʌ̀ɡʌ́lʌ̀m","orocikwltlglm","","false","10’⋅2+{+}4",NA,NA,"NK"
"531","numerals-katl1237-1-twentyfive-1","numerals-katl1237-1","Chan2019","twentyfive","25","ɔ̀rɔ́ cɪ́k ʌ́wʌ̀l (-t̪ʌ́lʌ̀) ɟɔ́ɡ͡bə́lɪ́n","orocikwltljogbalin","","false","10’⋅2+{+}5",NA,NA,"NK"
"532","numerals-katl1237-1-twentysix-1","numerals-katl1237-1","Chan2019","twentysix","26","ɔ̀rɔ́ cɪ́k ʌ́wʌ̀l (-t̪ʌ́lʌ̀) ɟɔ́lʈɪ́n","orocikwltljoltin","","false","10’⋅2+{+}6",NA,NA,"NK"
"533","numerals-katl1237-1-twentyseven-1","numerals-katl1237-1","Chan2019","twentyseven","27","ɔ̀rɔ́ cɪ́k ʌ́wʌ̀l (-t̪ʌ́lʌ̀) ɟɔ́lɪ́k","orocikwltljolik","","false","10’⋅2+{+}7",NA,NA,"NK"
"534","numerals-katl1237-1-twentyeight-1","numerals-katl1237-1","Chan2019","twentyeight","28","ɔ̀rɔ́ cɪ́k ʌ́wʌ̀l (-t̪ʌ́lʌ̀) t̪ʌ́ŋɡɪ̀l","orocikwltltnggil","","false","10’⋅2+{+}8",NA,NA,"NK"
"535","numerals-katl1237-1-twentynine-1","numerals-katl1237-1","Chan2019","twentynine","29","ɔ̀rɔ́ cɪ́k ʌ́wʌ̀l (-t̪ʌ́lʌ̀) ɟʌ́lbʌ̀ʈɪ́n","orocikwltljlbtin","","false","10’⋅2+{+}9",NA,NA,"NK"
"536","numerals-katl1237-1-thirty-1","numerals-katl1237-1","Chan2019","thirty","30","ɔ̀rɔ́ ʌ̀t̪ʌ́t̪","orott","","false","10’⋅3",NA,NA,"NK"
"537","numerals-katl1237-1-forty-1","numerals-katl1237-1","Chan2019","forty","40","ɔ̀rɔ́ ʌ̀ɡʌ́lʌ̀m","oroglm","","false","10’⋅4",NA,NA,"NK"
"538","numerals-katl1237-1-fifty-1","numerals-katl1237-1","Chan2019","fifty","50","ɔ̀rɔ́ ɟɔ́ɡ͡bə́lɪ́n","orojogbalin","","false","10’⋅5",NA,NA,"NK"
"539","numerals-katl1237-1-sixty-1","numerals-katl1237-1","Chan2019","sixty","60","ɔ̀rɔ́ ɟɔ́lʈɪ́n","orojoltin","","false","10’⋅6",NA,NA,"NK"
"540","numerals-katl1237-1-seventy-1","numerals-katl1237-1","Chan2019","seventy","70","ɔ̀rɔ́ ɟɔ́lɪ́k","orojolik","","false","10’⋅7",NA,NA,"NK"
"541","numerals-katl1237-1-eighty-1","numerals-katl1237-1","Chan2019","eighty","80","ɔ̀rɔ́ t̪ʌ́ŋɡɪ̀l","orotnggil","","false","10’⋅8",NA,NA,"NK"
"542","numerals-katl1237-1-ninety-1","numerals-katl1237-1","Chan2019","ninety","90","ɔ̀rɔ́ ɟʌ́lbʌ̀ʈɪ́n","orojlbtin","","false","10’⋅9",NA,NA,"NK"
"543","numerals-katl1237-1-hundred-1","numerals-katl1237-1","Chan2019","hundred","100","ɔ̀rɔ́ ràk͡pác","ororakpac","","false","10’⋅10",NA,NA,"NK"
"544","numerals-katl1237-1-twohundred-1","numerals-katl1237-1","Chan2019","twohundred","200","ɔ̀rɔ́ ràk͡pác ɔ́mʌ̀n ɔ̀rɔ́ ràk͡pác","ororakpacomnororakpac","( 20 x 10 )","false","10’⋅10+{+}10’⋅10",NA,NA,"NK"
"545","numerals-nuuu1241-1-one-1","numerals-nuuu1241-1","Chan2019","one","1","ǁʰoe","hoe",NA,"false","1",NA,NA,"NK"
"546","numerals-nuuu1241-1-one-2","numerals-nuuu1241-1","Chan2019","one","1","ǁʔoe","oe",NA,"false","1",NA,NA,"NK"
"547","numerals-nuuu1241-1-one-3","numerals-nuuu1241-1","Chan2019","one","1","eːn","en",NA,"false","?","Loan from Afrikaans or codeswitching?","1’","NK"
"548","numerals-nuuu1241-1-two-1","numerals-nuuu1241-1","Chan2019","two","2","ǃʰuu","huu",NA,"false","2",NA,NA,"NK"
"549","numerals-nuuu1241-1-two-2","numerals-nuuu1241-1","Chan2019","two","2","ǃʔuu","uu",NA,"false","2",NA,NA,"NK"
"550","numerals-nuuu1241-1-two-3","numerals-nuuu1241-1","Chan2019","two","2","tʷeː","twe",NA,"false","?","Loan from Afrikaans or codeswitching?","2’","NK"
"551","numerals-nuuu1241-1-three-1","numerals-nuuu1241-1","Chan2019","three","3","nǃona","nona",NA,"false","3",NA,NA,"NK"
"552","numerals-nuuu1241-1-three-2","numerals-nuuu1241-1","Chan2019","three","3","ŋǃona","ngona",NA,"false","3",NA,NA,"NK"
"553","numerals-nuuu1241-1-three-3","numerals-nuuu1241-1","Chan2019","three","3","dri","dri",NA,"false","?","Loan from Afrikaans or codeswitching?","3’","NK"
"554","numerals-nuuu1241-1-four-1","numerals-nuuu1241-1","Chan2019","four","4","fir","fir",NA,"false","?","Loan from Afrikaans or codeswitching?","4","NK"
"555","numerals-nuuu1241-1-five-1","numerals-nuuu1241-1","Chan2019","five","5","fəif","faif",NA,"false","?","Loan from Afrikaans or codeswitching?","5","NK"
"556","numerals-nuuu1241-1-six-1","numerals-nuuu1241-1","Chan2019","six","6","sɛs","ses",NA,"false","?","Loan from Afrikaans or codeswitching?","6","NK"
"557","numerals-nuuu1241-1-seven-1","numerals-nuuu1241-1","Chan2019","seven","7","seːvə","seva",NA,"false","?","Loan from Afrikaans or codeswitching?","7","NK"
"558","numerals-nuuu1241-1-eight-1","numerals-nuuu1241-1","Chan2019","eight","8","ax(t)","axt",NA,"false","?","Loan from Afrikaans or codeswitching?","8","NK"
"559","numerals-nuuu1241-1-nine-1","numerals-nuuu1241-1","Chan2019","nine","9","ˈneːxə","nexa",NA,"false","?","Loan from Afrikaans or codeswitching?","9","NK"
"560","numerals-nuuu1241-1-ten-1","numerals-nuuu1241-1","Chan2019","ten","10","tin","tin",NA,"false","?","Loan from Afrikaans or codeswitching?","10","NK"
"561","numerals-nuuu1241-1-eleven-1","numerals-nuuu1241-1","Chan2019","eleven","11","ɛlf","elf",NA,"false","?","Loan from Afrikaans or codeswitching?","11","NK"
"562","numerals-nuuu1241-1-twelve-1","numerals-nuuu1241-1","Chan2019","twelve","12","ˈtʷaˑlf","twalf",NA,"false","?","Loan from Afrikaans or codeswitching?","12","NK"
"563","numerals-nuuu1241-1-thirteen-1","numerals-nuuu1241-1","Chan2019","thirteen","13","ˈdɛrtin","dertin",NA,"false","?","Loan from Afrikaans or codeswitching?","3’+10","NK"
"564","numerals-nuuu1241-1-fourteen-1","numerals-nuuu1241-1","Chan2019","fourteen","14","ˈfeːrtin","fertin",NA,"false","?","Loan from Afrikaans or codeswitching?","4+10","NK"
"565","numerals-nuuu1241-1-fifteen-1","numerals-nuuu1241-1","Chan2019","fifteen","15","ˈfəiftin","faiftin",NA,"false","?","Loan from Afrikaans or codeswitching?","5+10","NK"
"566","numerals-nuuu1241-1-sixteen-1","numerals-nuuu1241-1","Chan2019","sixteen","16","ˈsɛstin","sestin",NA,"false","?","Loan from Afrikaans or codeswitching?","6+10","NK"
"567","numerals-nuuu1241-1-seventeen-1","numerals-nuuu1241-1","Chan2019","seventeen","17","ˈseːvəntin","sevantin",NA,"false","?","Loan from Afrikaans or codeswitching?","7+10","NK"
"568","numerals-nuuu1241-1-eighteen-1","numerals-nuuu1241-1","Chan2019","eighteen","18","ˈaxtin","axtin",NA,"false","?","Loan from Afrikaans or codeswitching?","8+10","NK"
"569","numerals-nuuu1241-1-nineteen-1","numerals-nuuu1241-1","Chan2019","nineteen","19","ˈneːxəntin","nexantin",NA,"false","?","Loan from Afrikaans or codeswitching?","9+10","NK"
"570","numerals-nuuu1241-1-twenty-1","numerals-nuuu1241-1","Chan2019","twenty","20","ˈtʷəntəx","twantax",NA,"false","?","Loan from Afrikaans or codeswitching?","2’⋅10’","NK"
"571","numerals-nuuu1241-1-twentyone-1","numerals-nuuu1241-1","Chan2019","twentyone","21","ˈeːn ɛn ˌtʷəntəx","enentwantax",NA,"false","?","Loan from Afrikaans or codeswitching?","1’+{and}2’⋅10’","NK"
"572","numerals-nuuu1241-1-twentytwo-1","numerals-nuuu1241-1","Chan2019","twentytwo","22","ˈtʷeː ɛn ˌtʷəntəx","tweentwantax",NA,"false","?","Loan from Afrikaans or codeswitching?","2’+{and}2’⋅10’","NK"
"573","numerals-nuuu1241-1-twentythree-1","numerals-nuuu1241-1","Chan2019","twentythree","23","ˈdri ɛn ˌtʷəntəx","drientwantax",NA,"false","?","Loan from Afrikaans or codeswitching?","3’+{and}2’⋅10’","NK"
"574","numerals-nuuu1241-1-twentyfour-1","numerals-nuuu1241-1","Chan2019","twentyfour","24","ˈfir ɛn ˌtʷəntəx","firentwantax",NA,"false","?","Loan from Afrikaans or codeswitching?","4+{and}2’⋅10’","NK"
"575","numerals-nuuu1241-1-twentyfive-1","numerals-nuuu1241-1","Chan2019","twentyfive","25","ˈfəif ɛn ˌtʷəntəx","faifentwantax",NA,"false","?","Loan from Afrikaans or codeswitching?","5+{and}2’⋅10’","NK"
"576","numerals-nuuu1241-1-twentysix-1","numerals-nuuu1241-1","Chan2019","twentysix","26","ˈsɛs ɛn ˌtʷəntəx","sesentwantax",NA,"false","?","Loan from Afrikaans or codeswitching?","6+{and}2’⋅10’","NK"
"577","numerals-nuuu1241-1-twentyseven-1","numerals-nuuu1241-1","Chan2019","twentyseven","27","ˈseːvə ɛn ˌtʷəntəx","sevaentwantax",NA,"false","?","Loan from Afrikaans or codeswitching?","7+{and}2’⋅10’","NK"
"578","numerals-nuuu1241-1-twentyeight-1","numerals-nuuu1241-1","Chan2019","twentyeight","28","ˈax(t) ɛn ˌtʷəntəx","axtentwantax",NA,"false","?","Loan from Afrikaans or codeswitching?","8+{and}2’⋅10’","NK"
"579","numerals-nuuu1241-1-twentynine-1","numerals-nuuu1241-1","Chan2019","twentynine","29","ˈneːxə ɛn ˌtʷəntəx","nexaentwantax",NA,"false","?","Loan from Afrikaans or codeswitching?","9+{and}2’⋅10’","NK"
"580","numerals-nuuu1241-1-thirty-1","numerals-nuuu1241-1","Chan2019","thirty","30","ˈdɛrtəx","dertax",NA,"false","?","Loan from Afrikaans or codeswitching?","3’⋅10’","NK"
"581","numerals-nuuu1241-1-forty-1","numerals-nuuu1241-1","Chan2019","forty","40","ˈfeːrtəx","fertax",NA,"false","?","Loan from Afrikaans or codeswitching?","4⋅10’","NK"
"582","numerals-nuuu1241-1-fifty-1","numerals-nuuu1241-1","Chan2019","fifty","50","ˈfəiftəx","faiftax",NA,"false","?","Loan from Afrikaans or codeswitching?","5⋅10’","NK"
"583","numerals-nuuu1241-1-sixty-1","numerals-nuuu1241-1","Chan2019","sixty","60","ˈsɛkstəx","sekstax",NA,"false","?","Loan from Afrikaans or codeswitching?","6⋅10’","NK"
"584","numerals-nuuu1241-1-seventy-1","numerals-nuuu1241-1","Chan2019","seventy","70","ˈsevəːntəx","sevantax",NA,"false","?","Loan from Afrikaans or codeswitching?","7⋅10’","NK"
"585","numerals-nuuu1241-1-eighty-1","numerals-nuuu1241-1","Chan2019","eighty","80","ˈtaxtəx","taxtax",NA,"false","?","Loan from Afrikaans or codeswitching?","8⋅10’","NK"
"586","numerals-nuuu1241-1-ninety-1","numerals-nuuu1241-1","Chan2019","ninety","90","ˈneːgəntəx","negantax",NA,"false","?","Loan from Afrikaans or codeswitching?","9⋅10’","NK"
"587","numerals-nuuu1241-1-hundred-1","numerals-nuuu1241-1","Chan2019","hundred","100","ˈhɔndərt","hondart",NA,"false","?","Loan from Afrikaans or codeswitching?","100","NK"
